BC07_ORDINARY_000	BC07	CC07	positive	cap-bc07-write-axes	sut-setup-bc07	sut-evaluate-pure	raw-bc07-observation	norm-bc07-observation	oracle-bc07-ordinary-000	coverage-bc07	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc07-ordinary-000
BC07_RECORD_IMPLIES_EFFECT	BC07	CC07	control	cap-bc07-write-axes	sut-setup-bc07	sut-record-result	raw-bc07-observation	norm-bc07-observation	oracle-bc07-record-implies-effect	coverage-bc07	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc07-record-implies-effect
BC07_RECORD_ONLY_010	BC07	CC07	positive	cap-bc07-write-axes	sut-setup-bc07	sut-record-result	raw-bc07-observation	norm-bc07-observation	oracle-bc07-record-only-010	coverage-bc07	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc07-record-only-010
BC07_RESULT_REWRITE	BC07	CC07	control	cap-bc07-write-axes	sut-setup-bc07	sut-apply-effect	raw-bc07-observation	norm-bc07-observation	oracle-bc07-result-rewrite	coverage-bc07	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc07-result-rewrite
BC08_COMPLETE_EFFECT	BC08	CC08	positive	cap-bc08-effect	sut-setup-bc08	sut-apply-effect	raw-bc08-observation	norm-bc08-observation	oracle-bc08-complete-effect	coverage-bc08	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc08-complete-effect
BC08_MID_BOUNDARY_FAILURE	BC08	CC08	control	cap-bc08-effect	sut-setup-bc08	sut-apply-effect	raw-bc08-observation	norm-bc08-observation	oracle-bc08-mid-boundary-failure	coverage-bc08	set-bc08-effect-boundaries	all	PASS	inventory-repository	inventory-repository	fault	neg-bc08-mid-boundary-failure
BC08_MISSING_CURRENT	BC08	CC08	control	cap-bc08-effect	sut-setup-bc08	sut-apply-effect	raw-bc08-observation	norm-bc08-observation	oracle-bc08-missing-current	coverage-bc08	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc08-missing-current
BC08_MISSING_OBSERVATION	BC08	CC08	control	cap-bc08-effect	sut-setup-bc08	sut-apply-effect	raw-bc08-observation	norm-bc08-observation	oracle-bc08-missing-observation	coverage-bc08	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc08-missing-observation
BC08_MISSING_RESULT	BC08	CC08	control	cap-bc08-effect	sut-setup-bc08	sut-apply-effect	raw-bc08-observation	norm-bc08-observation	oracle-bc08-missing-result	coverage-bc08	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc08-missing-result
BC08_MISSING_TRANSITION	BC08	CC08	control	cap-bc08-effect	sut-setup-bc08	sut-apply-effect	raw-bc08-observation	norm-bc08-observation	oracle-bc08-missing-transition	coverage-bc08	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc08-missing-transition
BC08_MISSING_VIEW	BC08	CC08	control	cap-bc08-effect	sut-setup-bc08	sut-apply-effect	raw-bc08-observation	norm-bc08-observation	oracle-bc08-missing-view	coverage-bc08	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc08-missing-view
BC09_DIAGNOSTIC_EPHEMERAL	BC09	CC09	positive	cap-bc09-failure	sut-setup-bc09	sut-apply-effect	raw-bc09-observation	norm-bc09-observation	oracle-bc09-diagnostic-ephemeral	coverage-bc09	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc09-diagnostic-ephemeral
BC09_DUPLICATE_PERSISTS	BC09	CC09	control	cap-bc09-failure	sut-setup-bc09	sut-apply-effect	raw-bc09-observation	norm-bc09-observation	oracle-bc09-duplicate-persists	coverage-bc09	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc09-duplicate-persists
BC09_FAILPOINT_PERSISTS	BC09	CC09	control	cap-bc09-failure	sut-setup-bc09	sut-apply-effect	raw-bc09-observation	norm-bc09-observation	oracle-bc09-failpoint-persists	coverage-bc09	set-bc09-failure-boundaries	all	PASS	inventory-repository	inventory-repository	fault	neg-bc09-failpoint-persists
BC09_FAILURE_NO_PERSISTENT_ARTIFACT	BC09	CC09	positive	cap-bc09-failure	sut-setup-bc09	sut-apply-effect	raw-bc09-observation	norm-bc09-observation	oracle-bc09-failure-no-persistent-artifact	coverage-bc09	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc09-failure-no-persistent-artifact
BC09_INCOMPLETE_PERSISTS	BC09	CC09	control	cap-bc09-failure	sut-setup-bc09	sut-apply-effect	raw-bc09-observation	norm-bc09-observation	oracle-bc09-incomplete-persists	coverage-bc09	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc09-incomplete-persists
BC09_REJECTED_PERSISTS	BC09	CC09	control	cap-bc09-failure	sut-setup-bc09	sut-apply-effect	raw-bc09-observation	norm-bc09-observation	oracle-bc09-rejected-persists	coverage-bc09	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc09-rejected-persists
BC09_STALE_PERSISTS	BC09	CC09	control	cap-bc09-failure	sut-setup-bc09	sut-apply-effect	raw-bc09-observation	norm-bc09-observation	oracle-bc09-stale-persists	coverage-bc09	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc09-stale-persists
BC10_EXPLANATION_CLOSED	BC10	CC10	positive	cap-bc10-output	sut-setup-bc10	sut-explain-result	raw-bc10-observation	norm-bc10-observation	oracle-bc10-explanation-closed	coverage-bc10	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc10-explanation-closed
BC10_EXPLANATION_LEAK	BC10	CC10	control	cap-bc10-output	sut-setup-bc10	sut-explain-result	raw-bc10-observation	norm-bc10-observation	oracle-bc10-explanation-leak	coverage-bc10	-	-	PASS	inventory-repository	inventory-repository	observer-mutant	neg-bc10-explanation-leak
BC10_REPLAY_CLOSED	BC10	CC10	positive	cap-bc10-output	sut-setup-bc10	sut-replay-result	raw-bc10-observation	norm-bc10-observation	oracle-bc10-replay-closed	coverage-bc10	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc10-replay-closed
BC10_REPLAY_LEAK	BC10	CC10	control	cap-bc10-output	sut-setup-bc10	sut-replay-result	raw-bc10-observation	norm-bc10-observation	oracle-bc10-replay-leak	coverage-bc10	-	-	PASS	inventory-repository	inventory-repository	observer-mutant	neg-bc10-replay-leak
BC10_RESULT_CLOSED	BC10	CC10	positive	cap-bc10-output	sut-setup-bc10	sut-evaluate-output	raw-bc10-observation	norm-bc10-observation	oracle-bc10-result-closed	coverage-bc10	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc10-result-closed
BC10_RESULT_LEAK	BC10	CC10	control	cap-bc10-output	sut-setup-bc10	sut-evaluate-output	raw-bc10-observation	norm-bc10-observation	oracle-bc10-result-leak	coverage-bc10	-	-	PASS	inventory-repository	inventory-repository	observer-mutant	neg-bc10-result-leak
BC10_VIEW_CLOSED	BC10	CC10	positive	cap-bc10-output	sut-setup-bc10	sut-materialize-view	raw-bc10-observation	norm-bc10-observation	oracle-bc10-view-closed	coverage-bc10	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc10-view-closed
BC10_VIEW_LEAK	BC10	CC10	control	cap-bc10-output	sut-setup-bc10	sut-materialize-view	raw-bc10-observation	norm-bc10-observation	oracle-bc10-view-leak	coverage-bc10	-	-	PASS	inventory-repository	inventory-repository	observer-mutant	neg-bc10-view-leak
BC11_EXPLANATION_CLOSURE	BC11	CC11	positive	cap-bc11-replay	sut-setup-bc11	sut-explain-result	raw-bc11-observation	norm-bc11-observation	oracle-bc11-explanation-closure	coverage-bc11	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc11-explanation-closure
BC11_FINDING_CROSS_LINK	BC11	CC11	positive	cap-bc11-replay	sut-setup-bc11	sut-validate-integrity	raw-bc11-observation	norm-bc11-observation	oracle-bc11-finding-cross-link	coverage-bc11	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc11-finding-cross-link
BC11_FINDING_DANGLING	BC11	CC11	positive	cap-bc11-replay	sut-setup-bc11	sut-validate-integrity	raw-bc11-observation	norm-bc11-observation	oracle-bc11-finding-dangling	coverage-bc11	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc11-finding-dangling
BC11_LATEST_SUBSTITUTION	BC11	CC11	control	cap-bc11-replay	sut-setup-bc11	sut-replay-result	raw-bc11-observation	norm-bc11-observation	oracle-bc11-latest-substitution	coverage-bc11	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc11-latest-substitution
BC11_MISSING_AS_EMPTY	BC11	CC11	control	cap-bc11-replay	sut-setup-bc11	sut-replay-result	raw-bc11-observation	norm-bc11-observation	oracle-bc11-missing-as-empty	coverage-bc11	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc11-missing-as-empty
BC11_REPLAY_RESULT	BC11	CC11	positive	cap-bc11-replay	sut-setup-bc11	sut-replay-result	raw-bc11-observation	norm-bc11-observation	oracle-bc11-replay-result	coverage-bc11	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc11-replay-result
BC11_SILENT_CROSS_LINK	BC11	CC11	control	cap-bc11-replay	sut-setup-bc11	sut-validate-integrity	raw-bc11-observation	norm-bc11-observation	oracle-bc11-silent-cross-link	coverage-bc11	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc11-silent-cross-link
BC11_SILENT_DANGLING	BC11	CC11	control	cap-bc11-replay	sut-setup-bc11	sut-validate-integrity	raw-bc11-observation	norm-bc11-observation	oracle-bc11-silent-dangling	coverage-bc11	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc11-silent-dangling
BC12_ARCHIVE_BYPASS	BC12	CC12	control	cap-bc12-placement	sut-setup-bc12	sut-evaluate-placement	raw-bc12-observation	norm-bc12-observation	oracle-bc12-archive-bypass	coverage-bc12	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc12-archive-bypass
BC12_CANONICAL_UNCHANGED	BC12	CC12	positive	cap-bc12-placement	sut-setup-bc12	sut-evaluate-placement	raw-bc12-observation	norm-bc12-observation	oracle-bc12-canonical-unchanged	coverage-bc12	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc12-canonical-unchanged
BC12_DECISION_PROVENANCE	BC12	CC12	positive	cap-bc12-placement	sut-setup-bc12	sut-evaluate-placement	raw-bc12-observation	norm-bc12-observation	oracle-bc12-decision-provenance	coverage-bc12	-	-	PASS	inventory-repository	inventory-repository	evidence-mutant	neg-bc12-decision-provenance
BC12_DERIVED_PROTECTION	BC12	CC12	positive	cap-bc12-placement	sut-setup-bc12	sut-evaluate-placement	raw-bc12-observation	norm-bc12-observation	oracle-bc12-derived-protection	coverage-bc12	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc12-derived-protection
BC12_ELIGIBILITY_DELETE	BC12	CC12	control	cap-bc12-placement	sut-setup-bc12	sut-evaluate-placement	raw-bc12-observation	norm-bc12-observation	oracle-bc12-eligibility-delete	coverage-bc12	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc12-eligibility-delete
BC12_FORGET_BYPASS	BC12	CC12	control	cap-bc12-placement	sut-setup-bc12	sut-evaluate-placement	raw-bc12-observation	norm-bc12-observation	oracle-bc12-forget-bypass	coverage-bc12	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc12-forget-bypass
BC12_FORGET_CONSUMED	BC12	CC12	positive	cap-bc12-placement	sut-setup-bc12	sut-evaluate-placement	raw-bc12-observation	norm-bc12-observation	oracle-bc12-forget-consumed	coverage-bc12	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc12-forget-consumed
BC12_NOOP_EVALUATOR	BC12	CC12	control	cap-bc12-placement	sut-setup-bc12	sut-evaluate-placement	raw-bc12-observation	norm-bc12-observation	oracle-bc12-noop-evaluator	coverage-bc12	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc12-noop-evaluator
BC12_PLACEMENT_DECISION	BC12	CC12	positive	cap-bc12-placement	sut-setup-bc12	sut-evaluate-placement	raw-bc12-observation	norm-bc12-observation	oracle-bc12-placement-decision	coverage-bc12	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc12-placement-decision
BC12_PROTECTION_BYPASS	BC12	CC12	control	cap-bc12-placement	sut-setup-bc12	sut-evaluate-placement	raw-bc12-observation	norm-bc12-observation	oracle-bc12-protection-bypass	coverage-bc12	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc12-protection-bypass
BC12_WINDOW_BYPASS	BC12	CC12	control	cap-bc12-placement	sut-setup-bc12	sut-evaluate-placement	raw-bc12-observation	norm-bc12-observation	oracle-bc12-window-bypass	coverage-bc12	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc12-window-bypass
