run-a	BC10	CC10	BC10_REPLAY_LEAK	control	PASS	ok	norm-bc10-observation	neg-bc10-replay-leak
run-a	BC10	CC10	BC10_RESULT_CLOSED	positive	PASS	ok	norm-bc10-observation	-
run-a	BC10	CC10	BC10_RESULT_LEAK	control	PASS	ok	norm-bc10-observation	neg-bc10-result-leak
run-a	BC10	CC10	BC10_VIEW_CLOSED	positive	PASS	ok	norm-bc10-observation	-
run-a	BC10	CC10	BC10_VIEW_LEAK	control	PASS	ok	norm-bc10-observation	neg-bc10-view-leak
run-a	BC11	CC11	BC11_EXPLANATION_CLOSURE	positive	PASS	ok	norm-bc11-observation	-
run-a	BC11	CC11	BC11_FINDING_CROSS_LINK	positive	PASS	ok	norm-bc11-observation	-
run-a	BC11	CC11	BC11_FINDING_DANGLING	positive	PASS	ok	norm-bc11-observation	-
run-a	BC11	CC11	BC11_LATEST_SUBSTITUTION	control	PASS	ok	norm-bc11-observation	neg-bc11-latest-substitution
run-a	BC11	CC11	BC11_MISSING_AS_EMPTY	control	PASS	ok	norm-bc11-observation	neg-bc11-missing-as-empty
run-a	BC11	CC11	BC11_REPLAY_RESULT	positive	PASS	ok	norm-bc11-observation	-
run-a	BC11	CC11	BC11_SILENT_CROSS_LINK	control	PASS	ok	norm-bc11-observation	neg-bc11-silent-cross-link
run-a	BC11	CC11	BC11_SILENT_DANGLING	control	PASS	ok	norm-bc11-observation	neg-bc11-silent-dangling
run-a	BC12	CC12	BC12_ARCHIVE_BYPASS	control	PASS	ok	norm-bc12-observation	neg-bc12-archive-bypass
run-a	BC12	CC12	BC12_CANONICAL_UNCHANGED	positive	PASS	ok	inventory-repository	-
run-a	BC12	CC12	BC12_DECISION_PROVENANCE	positive	PASS	ok	norm-bc12-observation	-
run-a	BC12	CC12	BC12_DERIVED_PROTECTION	positive	PASS	ok	norm-bc12-observation	-
run-a	BC12	CC12	BC12_ELIGIBILITY_DELETE	control	PASS	ok	inventory-repository	neg-bc12-eligibility-delete
run-a	BC12	CC12	BC12_FORGET_BYPASS	control	PASS	ok	norm-bc12-observation	neg-bc12-forget-bypass
run-a	BC12	CC12	BC12_FORGET_CONSUMED	positive	PASS	ok	norm-bc12-observation	-
run-a	BC12	CC12	BC12_NOOP_EVALUATOR	control	PASS	ok	norm-bc12-observation	neg-bc12-noop-evaluator
run-a	BC12	CC12	BC12_PLACEMENT_DECISION	positive	PASS	ok	norm-bc12-observation	-
run-a	BC12	CC12	BC12_PROTECTION_BYPASS	control	PASS	ok	norm-bc12-observation	neg-bc12-protection-bypass
run-a	BC12	CC12	BC12_WINDOW_BYPASS	control	PASS	ok	norm-bc12-observation	neg-bc12-window-bypass
run-b	BC01	CC01	BC01_ASSOCIATION_IDEMPOTENT	positive	PASS	ok	norm-bc01-observation	-
run-b	BC01	CC01	BC01_DISTINCT_OCCURRENCE	positive	PASS	ok	norm-bc01-observation	-
run-b	BC01	CC01	BC01_OCCURRENCE_COLLAPSE	control	PASS	ok	norm-bc01-observation	neg-bc01-occurrence-collapse
run-b	BC01	CC01	BC01_PAYLOAD_COLLISION	control	PASS	ok	norm-bc01-observation	neg-bc01-payload-collision
run-b	BC01	CC01	BC01_RETRY_DUPLICATION	control	PASS	ok	norm-bc01-observation	neg-bc01-retry-duplication
run-b	BC02	CC02	BC02_COMPLETE_AVAILABLE	positive	PASS	ok	norm-bc02-observation	-
run-b	BC02	CC02	BC02_HEALTHY_RETRY	positive	PASS	ok	norm-bc02-observation	-
run-b	BC02	CC02	BC02_INCOMPLETE_AS_COMPLETE	control	PASS	ok	norm-bc02-observation	neg-bc02-incomplete-as-complete
run-b	BC02	CC02	BC02_PARTIAL_RESIDUE	control	PASS	ok	norm-bc02-observation	neg-bc02-partial-residue
run-b	BC02	CC02	BC02_POISONED_RETRY	control	PASS	ok	norm-bc02-observation	neg-bc02-poisoned-retry
run-b	BC02	CC02	BC02_ROLLBACK_COMPLETE	positive	PASS	ok	inventory-repository	-
run-b	BC03	CC03	BC03_ACCEPTED_HEAD	positive	PASS	ok	norm-bc03-observation	-
run-b	BC03	CC03	BC03_PUBLICATION_SEPARATE	positive	PASS	ok	norm-bc03-observation	-
run-b	BC03	CC03	BC03_REJECTED_IS_HEAD	control	PASS	ok	norm-bc03-observation	neg-bc03-rejected-is-head
run-b	BC03	CC03	BC03_STORED_IS_HEAD	control	PASS	ok	norm-bc03-observation	neg-bc03-stored-is-head
run-b	BC03	CC03	BC03_STORED_ROOT_SEPARATE	positive	PASS	ok	norm-bc03-observation	-
run-b	BC03	CC03	BC03_WRONG_AUTHORITY_HEAD	control	PASS	ok	norm-bc03-observation	neg-bc03-wrong-authority-head
run-b	BC04	CC04	BC04_AMBIENT_FALLBACK	control	PASS	ok	norm-bc04-observation	neg-bc04-ambient-fallback
run-b	BC04	CC04	BC04_EXACT_PUBLISHED_COLLAPSE	control	PASS	ok	norm-bc04-observation	neg-bc04-exact-published-collapse
run-b	BC04	CC04	BC04_EXACT_READ	positive	PASS	ok	norm-bc04-observation	-
run-b	BC04	CC04	BC04_PUBLISHED_READ	positive	PASS	ok	norm-bc04-observation	-
run-b	BC04	CC04	BC04_UNACCEPTED_AVAILABLE	control	PASS	ok	norm-bc04-observation	neg-bc04-unaccepted-available
run-b	BC05	CC05	BC05_AMBIENT_ADVANCE	control	PASS	ok	norm-bc05-observation	neg-bc05-ambient-advance
run-b	BC05	CC05	BC05_BINDING_OMISSION	control	PASS	ok	norm-bc05-observation	neg-bc05-binding-omission
run-b	BC05	CC05	BC05_COMPLETE_CLOSURE	positive	PASS	ok	norm-bc05-observation	-
run-b	BC05	CC05	BC05_DEFINITION_OMISSION	control	PASS	ok	norm-bc05-observation	neg-bc05-definition-omission
run-b	BC05	CC05	BC05_MISSING_AS_EMPTY	control	PASS	ok	norm-bc05-observation	neg-bc05-missing-as-empty
run-b	BC05	CC05	BC05_PINNED_KNOWLEDGE_CUT	positive	PASS	ok	norm-bc05-observation	-
run-b	BC05	CC05	BC05_ROOT_OMISSION	control	PASS	ok	norm-bc05-observation	neg-bc05-root-omission
run-b	BC05	CC05	BC05_SEMANTICS_OMISSION	control	PASS	ok	norm-bc05-observation	neg-bc05-semantics-omission
run-b	BC05	CC05	BC05_TRANSITIVE_OMISSION	control	PASS	ok	norm-bc05-observation	neg-bc05-transitive-omission
run-b	BC06	CC06	BC06_OBSERVATION_WRITE	control	PASS	ok	norm-bc06-observation	neg-bc06-observation-write
run-b	BC06	CC06	BC06_PURE_ZERO_AXES	positive	PASS	ok	norm-bc06-observation	-
run-b	BC06	CC06	BC06_REPOSITORY_UNCHANGED	positive	PASS	ok	inventory-repository	-
run-b	BC06	CC06	BC06_RESULT_WRITE	control	PASS	ok	norm-bc06-observation	neg-bc06-result-write
run-b	BC06	CC06	BC06_STATE_WRITE	control	PASS	ok	norm-bc06-observation	neg-bc06-state-write
run-b	BC07	CC07	BC07_EFFECT_101	positive	PASS	ok	norm-bc07-observation	-
run-b	BC07	CC07	BC07_OBSERVATION_WITHOUT_TRANSITION	control	PASS	ok	norm-bc07-observation	neg-bc07-observation-without-transition
run-b	BC07	CC07	BC07_ORDINARY_000	positive	PASS	ok	norm-bc07-observation	-
run-b	BC07	CC07	BC07_RECORD_IMPLIES_EFFECT	control	PASS	ok	norm-bc07-observation	neg-bc07-record-implies-effect
run-b	BC07	CC07	BC07_RECORD_ONLY_010	positive	PASS	ok	norm-bc07-observation	-
run-b	BC07	CC07	BC07_RESULT_REWRITE	control	PASS	ok	norm-bc07-observation	neg-bc07-result-rewrite
run-b	BC08	CC08	BC08_COMPLETE_EFFECT	positive	PASS	ok	norm-bc08-observation	-
run-b	BC08	CC08	BC08_MID_BOUNDARY_FAILURE	control	PASS	ok	norm-bc08-observation	neg-bc08-mid-boundary-failure
run-b	BC08	CC08	BC08_MISSING_CURRENT	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-current
run-b	BC08	CC08	BC08_MISSING_OBSERVATION	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-observation
run-b	BC08	CC08	BC08_MISSING_RESULT	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-result
run-b	BC08	CC08	BC08_MISSING_TRANSITION	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-transition
run-b	BC08	CC08	BC08_MISSING_VIEW	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-view
run-b	BC09	CC09	BC09_DIAGNOSTIC_EPHEMERAL	positive	PASS	ok	norm-bc09-observation	-
run-b	BC09	CC09	BC09_DUPLICATE_PERSISTS	control	PASS	ok	inventory-repository	neg-bc09-duplicate-persists
run-b	BC09	CC09	BC09_FAILPOINT_PERSISTS	control	PASS	ok	norm-bc09-observation	neg-bc09-failpoint-persists
run-b	BC09	CC09	BC09_FAILURE_NO_PERSISTENT_ARTIFACT	positive	PASS	ok	inventory-repository	-
run-b	BC09	CC09	BC09_INCOMPLETE_PERSISTS	control	PASS	ok	inventory-repository	neg-bc09-incomplete-persists
run-b	BC09	CC09	BC09_REJECTED_PERSISTS	control	PASS	ok	inventory-repository	neg-bc09-rejected-persists
run-b	BC09	CC09	BC09_STALE_PERSISTS	control	PASS	ok	inventory-repository	neg-bc09-stale-persists
run-b	BC10	CC10	BC10_EXPLANATION_CLOSED	positive	PASS	ok	norm-bc10-observation	-
run-b	BC10	CC10	BC10_EXPLANATION_LEAK	control	PASS	ok	norm-bc10-observation	neg-bc10-explanation-leak
run-b	BC10	CC10	BC10_REPLAY_CLOSED	positive	PASS	ok	norm-bc10-observation	-
run-b	BC10	CC10	BC10_REPLAY_LEAK	control	PASS	ok	norm-bc10-observation	neg-bc10-replay-leak
run-b	BC10	CC10	BC10_RESULT_CLOSED	positive	PASS	ok	norm-bc10-observation	-
run-b	BC10	CC10	BC10_RESULT_LEAK	control	PASS	ok	norm-bc10-observation	neg-bc10-result-leak
run-b	BC10	CC10	BC10_VIEW_CLOSED	positive	PASS	ok	norm-bc10-observation	-
run-b	BC10	CC10	BC10_VIEW_LEAK	control	PASS	ok	norm-bc10-observation	neg-bc10-view-leak
run-b	BC11	CC11	BC11_EXPLANATION_CLOSURE	positive	PASS	ok	norm-bc11-observation	-
run-b	BC11	CC11	BC11_FINDING_CROSS_LINK	positive	PASS	ok	norm-bc11-observation	-
run-b	BC11	CC11	BC11_FINDING_DANGLING	positive	PASS	ok	norm-bc11-observation	-
run-b	BC11	CC11	BC11_LATEST_SUBSTITUTION	control	PASS	ok	norm-bc11-observation	neg-bc11-latest-substitution
run-b	BC11	CC11	BC11_MISSING_AS_EMPTY	control	PASS	ok	norm-bc11-observation	neg-bc11-missing-as-empty
run-b	BC11	CC11	BC11_REPLAY_RESULT	positive	PASS	ok	norm-bc11-observation	-
run-b	BC11	CC11	BC11_SILENT_CROSS_LINK	control	PASS	ok	norm-bc11-observation	neg-bc11-silent-cross-link
run-b	BC11	CC11	BC11_SILENT_DANGLING	control	PASS	ok	norm-bc11-observation	neg-bc11-silent-dangling
run-b	BC12	CC12	BC12_ARCHIVE_BYPASS	control	PASS	ok	norm-bc12-observation	neg-bc12-archive-bypass
run-b	BC12	CC12	BC12_CANONICAL_UNCHANGED	positive	PASS	ok	inventory-repository	-
run-b	BC12	CC12	BC12_DECISION_PROVENANCE	positive	PASS	ok	norm-bc12-observation	-
run-b	BC12	CC12	BC12_DERIVED_PROTECTION	positive	PASS	ok	norm-bc12-observation	-
run-b	BC12	CC12	BC12_ELIGIBILITY_DELETE	control	PASS	ok	inventory-repository	neg-bc12-eligibility-delete
run-b	BC12	CC12	BC12_FORGET_BYPASS	control	PASS	ok	norm-bc12-observation	neg-bc12-forget-bypass
run-b	BC12	CC12	BC12_FORGET_CONSUMED	positive	PASS	ok	norm-bc12-observation	-
run-b	BC12	CC12	BC12_NOOP_EVALUATOR	control	PASS	ok	norm-bc12-observation	neg-bc12-noop-evaluator
run-b	BC12	CC12	BC12_PLACEMENT_DECISION	positive	PASS	ok	norm-bc12-observation	-
run-b	BC12	CC12	BC12_PROTECTION_BYPASS	control	PASS	ok	norm-bc12-observation	neg-bc12-protection-bypass
run-b	BC12	CC12	BC12_WINDOW_BYPASS	control	PASS	ok	norm-bc12-observation	neg-bc12-window-bypass
